curr_epoch,train_acc,train_loss,val_acc,val_loss,bleu4
0,68.73967555528729,2.809052430299619,71.7643079090627,2.571901841870825,0.1776493888783962
1,74.00123123430161,2.4044894876018157,72.90154735707785,2.4950117024778313,0.18567444219899773
2,75.96101255624936,2.2581205645846083,73.20146331086289,2.478203169994725,0.1892485400063188
3,77.35249517422673,2.1547579671083614,73.07870701349971,2.492161517386086,0.18804017748795596
4,78.47976131670006,2.071961064565796,72.97687508500525,2.51115505702003,0.18640940861394653
5,79.48907779996478,2.001245089369575,72.66893812315386,2.5434960334313557,0.1859607205792898
6,80.36476932988579,1.9399141311019714,72.35367763219841,2.5751146276811983,0.18409485273370044
7,81.15035101572211,1.8851279065840585,72.22185410832546,2.610633101305823,0.18416819072939966
8,81.85740224960489,1.8370693519307093,72.07887092105584,2.6381539793470696,0.18182112181313279
9,82.50044346608162,1.7932189797847067,71.72071547391951,2.674585482724784,0.18062962181515205
10,83.0628138908359,1.7544549510383147,71.39708523541658,2.720213429671495,0.17926338405355605
11,84.30639749096746,1.665767575344054,71.11774491101912,2.767342146770962,0.1772168565114539
12,84.91731821278242,1.6232643012131591,70.88757685346316,2.8114630786090156,0.1758001275711808
13,85.33463827334018,1.5934709681202743,70.8042281174694,2.838288306899762,0.17597400566287574
14,85.723841352473,1.5663968810303346,70.46211468646577,2.874178688028949,0.17261054262880737
15,86.07177744901064,1.5424660096251384,70.43072813316269,2.9050408285959994,0.17158164027308734
16,86.36615885694154,1.5207118884195756,70.00561470564644,2.9385529368840513,0.17145443235277932
17,86.65873868391586,1.5003798670003554,70.01503067163736,2.9720494492585527,0.1709816780940081
18,86.92209286426119,1.48123084290774,69.92121975120925,2.994035540125718,0.17046467507511326
19,87.77082227234484,1.4151782265962447,69.5613206066672,3.056429086584767,0.16832319231314663
20,88.12217675326163,1.3884835696892874,69.5191231294486,3.0919394893043464,0.16714198947672276
21,88.36130967852405,1.3715011727102713,69.27047187939193,3.1143500014490573,0.16513150544685662
22,88.5636718745188,1.3566857282457658,68.9928752524002,3.1569347910358605,0.16450754055194788
23,88.7362232950269,1.3429611971285549,69.01484583971236,3.1764228933402046,0.16490809617256943
24,88.92501974039989,1.3299521256396034,68.95625760687993,3.1934408141361006,0.1631879409282519
25,89.0698853270624,1.3185460357178223,68.81641307494063,3.2137589523337766,0.1633829416847315
26,89.22258856079243,1.3075410549219333,68.60786686521568,3.2332986150689553,0.16296852360854214
27,89.83407901333725,1.2552643878797909,68.62181644446149,3.299310308567231,0.16146852880482437
28,90.09162809948916,1.2356325719675418,68.36061057308359,3.3293707515190922,0.1588724383500693
29,90.2278707345646,1.2241230620329127,68.1018458780737,3.3530209330450975,0.1592430491909521
